,scenario,subscenario,gamma,samp1_6,samp2_6,samp3_6,samp4_6,samp5_6,samp6_6,samp7_6,samp8_6,samp9_6,samp10_6,samp11_6,samp12_6,samp13_6,samp14_6,samp15_6,samp16_6,samp17_6,samp18_6,samp19_6,samp20_6,samp21_6,samp22_6,samp23_6,samp24_6,samp25_6,samp1_5,samp2_5,samp3_5,samp4_5,samp5_5,samp6_5,samp7_5,samp8_5,samp9_5,samp10_5,samp11_5,samp12_5,samp13_5,samp14_5,samp15_5,samp16_5,samp17_5,samp18_5,samp19_5,samp20_5,samp21_5,samp22_5,samp23_5,samp24_5,samp25_5,samp1_4,samp2_4,samp3_4,samp4_4,samp5_4,samp6_4,samp7_4,samp8_4,samp9_4,samp10_4,samp11_4,samp12_4,samp13_4,samp14_4,samp15_4,samp16_4,samp17_4,samp18_4,samp19_4,samp20_4,samp21_4,samp22_4,samp23_4,samp24_4,samp25_4,samp1_3,samp2_3,samp3_3,samp4_3,samp5_3,samp6_3,samp7_3,samp8_3,samp9_3,samp10_3,samp11_3,samp12_3,samp13_3,samp14_3,samp15_3,samp16_3,samp17_3,samp18_3,samp19_3,samp20_3,samp21_3,samp22_3,samp23_3,samp24_3,samp25_3,samp1_2,samp2_2,samp3_2,samp4_2,samp5_2,samp6_2,samp7_2,samp8_2,samp9_2,samp10_2,samp11_2,samp12_2,samp13_2,samp14_2,samp15_2,samp16_2,samp17_2,samp18_2,samp19_2,samp20_2,samp21_2,samp22_2,samp23_2,samp24_2,samp25_2,samp1_1,samp2_1,samp3_1,samp4_1,samp5_1,samp6_1,samp7_1,samp8_1,samp9_1,samp10_1,samp11_1,samp12_1,samp13_1,samp14_1,samp15_1,samp16_1,samp17_1,samp18_1,samp19_1,samp20_1,samp21_1,samp22_1,samp23_1,samp24_1,samp25_1
1,NC1bis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NC1bis,2,1.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NC1bis,3,5.00E-05,0.01595,0.013825,0.012,0.01575,0.01345,0.013325,0.01255,0.013325,0.013425,0.013025,0.0144,0.013025,0.012975,0.012725,0.015,0.0117,0.01285,0.014825,0.0159,0.013975,0.012125,0.01145,0.01385,0.011675,0.014225,0,0,0,0.013275,0.013925,0,2.50E-05,0.0143,0.014825,0.01415,0,0.01375,0.013125,0.013125,0.0053,0.01115,0.012325,0.014775,0.013125,0,0.012425,0.01375,0.0068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NC1bis,4,1.00E-04,0.025225,0.0242,0.027875,0.02735,0.03005,0.025325,0.02935,0.037075,0.03725,0.0371,0.027775,0.0364,0.039075,0.0378,0.025525,0.030375,0.038625,0.0389,0.028725,0.0293,0.032575,0.0327,0.028525,0.022825,0.027225,0.015225,0.01285,0.01185,0.017225,0.02655,0.011075,0.012925,0.026775,0.02745,0.026075,0.0115,0.026375,0.0266,0.0269,0.02805,0.0255,0.026125,0.02755,0.026125,0.0126,0.0274,0.028325,0.0186,0.012575,0.014725,0,0,0.013625,0.012825,0.0124,0,0.01225,0.010325,0.012975,0.012775,0.011775,0.01435,0.014775,0.013225,0.01255,0.01415,0.01415,0.012425,0.013625,0,0.01535,0.01315,0.0118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NC1bis,5,0.00025,0.078825,0.07175,0.0851,0.08095,0.08865,0.075375,0.0891,0.09195,0.083275,0.087125,0.08745,0.083425,0.0809,0.0878,0.085975,0.084125,0.085875,0.084175,0.08855,0.089975,0.08385,0.08055,0.08565,0.08205,0.077025,0.05365,0.0511,0.050075,0.05695,0.06005,0.050925,0.0493,0.065475,0.059675,0.0686,0.05075,0.059125,0.05995,0.0638,0.061325,0.062975,0.064275,0.062125,0.062875,0.0569,0.05825,0.0622,0.058375,0.05495,0.052,0.018375,0.0262,0.028325,0.02955,0.02125,0.02295,0.027425,0.025725,0.0368,0.028,0.02655,0.025375,0.039225,0.0406,0.02785,0.028425,0.035975,0.0367,0.02345,0.02875,0.028,0.0248,0.028225,0.024375,0.026575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NC1bis,6,5.00E-04,0.1514,0.149525,0.16105,0.161375,0.157575,0.154725,0.1586,0.1618,0.1633,0.1625,0.166475,0.1627,0.162725,0.167475,0.154575,0.15955,0.165625,0.1641,0.162275,0.1635,0.161375,0.168425,0.15615,0.15545,0.1521,0.0949,0.110675,0.110725,0.11375,0.120975,0.10745,0.114275,0.119175,0.11775,0.12125,0.1094,0.117375,0.127575,0.119475,0.12735,0.121125,0.127925,0.1227,0.114525,0.1175,0.116375,0.1162,0.122475,0.108775,0.10145,0.060875,0.0519,0.059825,0.06415,0.062125,0.052975,0.0635,0.066775,0.0707,0.068725,0.067825,0.06375,0.0776,0.07505,0.063225,0.0655,0.0715,0.07165,0.0615,0.051025,0.075575,0.06885,0.062375,0.055175,0.05425,0,0,0,0.0139,0.01375,0,0,0.013125,0.012825,0.012925,0,0.014425,0.014775,0.011675,0,0.000425,0.0119,0.011875,0,0,0.01465,0.013225,0,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NC1bis,7,0.00075,0.196,0.20825,0.21215,0.220175,0.228075,0.21035,0.2114,0.22185,0.226625,0.2223,0.2189,0.232,0.235625,0.227725,0.21655,0.228575,0.223225,0.2212,0.227525,0.219175,0.21865,0.22865,0.21295,0.212275,0.206,0.149125,0.1488,0.15705,0.1645,0.168125,0.148525,0.15355,0.16915,0.173075,0.173175,0.16085,0.16465,0.171875,0.172625,0.1596,0.1664,0.166125,0.1648,0.166075,0.15555,0.1641,0.168275,0.158475,0.1508,0.147325,0.08185,0.0851,0.087275,0.0973,0.101375,0.086325,0.0957,0.093775,0.111475,0.097875,0.08915,0.0977,0.1015,0.106,0.09975,0.098575,0.104075,0.0953,0.101675,0.088725,0.1057,0.094975,0.097475,0.0875,0.07835,0,0,0,0.013125,0.0118,0,0.012625,0.01225,0.025575,0.01305,0,0.013125,0.023575,0.026475,0.013125,0.0137,0.02375,0.02895,0.0121,0,0.014625,0.014125,0.013225,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NC1bis,8,0.001,0.2553,0.250575,0.26125,0.26945,0.264725,0.251475,0.2729,0.272975,0.2792,0.2654,0.27835,0.26755,0.2735,0.259525,0.261,0.273225,0.26655,0.25915,0.24945,0.2406,0.262675,0.26385,0.25565,0.255875,0.2417,0.178625,0.18715,0.2019,0.211475,0.207275,0.188725,0.201175,0.2104,0.20545,0.207875,0.203225,0.2035,0.2115,0.203025,0.18215,0.2075,0.203425,0.19565,0.1811,0.18515,0.1983,0.192225,0.18945,0.176725,0.159025,0.09,0.10795,0.1187,0.125675,0.130225,0.108625,0.123225,0.121525,0.127,0.11385,0.1182,0.12745,0.137175,0.120475,0.098075,0.12665,0.124025,0.123825,0.09585,0.077275,0.115225,0.103675,0.095625,0.07685,0.0649,0,0,1.00E-04,0.01285,0.02575,0,0.014525,0.025225,0.02395,0,0.001775,0.026375,0.025675,0.0118,NA,0.0141,0.02595,0.000575,NA,NA,0.000475,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NC1bis,9,0.0025,0.419175,0.420475,0.4285,0.431,0.425525,0.407625,0.43295,0.428275,0.429625,0.440775,0.4218,0.42925,0.434275,0.4333,0.42825,0.4375,0.4377,0.4419,0.42075,0.4313,0.43575,0.448475,0.43245,0.429125,0.427325,0.34145,0.350275,0.369775,0.3619,0.37675,0.354675,0.363125,0.382775,0.3858,0.37785,0.3612,0.37275,0.3754,0.3795,0.374725,0.376775,0.385525,0.3758,0.3648,0.364425,0.3835,0.372,0.38325,0.355875,0.354525,0.200425,0.227775,0.2427,0.268625,0.259675,0.236375,0.2445,0.26845,0.2807,0.273725,0.243125,0.266575,0.289925,0.274875,0.257425,0.264925,0.28195,0.276825,0.2517,0.2397,0.269225,0.2657,0.2601,0.237875,0.226475,0,0,0.02555,0.049925,0.05855,0,0.03785,0.072175,0.09495,0.078125,0.02445,0.072275,0.097425,0.084925,0.04325,0.0608,0.1052,0.083475,0.0517,0.013575,0.069275,0.066425,0.0492,0.015275,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NC1bis,10,0.005,0.494475,0.4839,0.477875,0.48525,0.490975,0.482425,0.48905,0.4956,0.4956,0.50245,0.484325,0.495325,0.4897,0.497075,0.498475,0.48775,0.49825,0.492325,0.49035,0.493675,0.4873,0.493375,0.4825,0.486275,0.498625,0.449275,0.456075,0.450325,0.466675,0.47375,0.450525,0.45845,0.4599,0.463675,0.475175,0.45285,0.4621,0.474425,0.471875,0.476525,0.464625,0.474075,0.473925,0.462475,0.466725,0.473225,0.47145,0.459425,0.4696,0.454875,0.3335,0.363475,0.3713,0.395625,0.3873,0.347125,0.377,0.384275,0.4022,0.396275,0.3649,0.38715,0.405525,0.4005,0.389225,0.393675,0.4048,0.401925,0.37825,0.369225,0.394025,0.4032,0.38145,0.36855,0.365425,0,0,0.05015,0.10255,0.12755,5.00E-05,0.086775,0.139675,0.179125,0.1514,0.0606,0.13375,0.1764,0.173075,0.0932,0.1145,0.186325,0.161575,0.096675,0.024825,0.143675,0.131075,0.099075,0.02595,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
